ValidStart,hasDry,lag1,lag2
2019-12-10,20.22032618825721,20.86208449829141,22.220186393289847
2019-12-17,19.02689655172414,20.22032618825721,20.86208449829141
2019-12-24,16.812913948431184,19.02689655172414,20.22032618825721
2019-12-31,15.870779745262501,16.812913948431184,19.02689655172414
2020-01-07,15.281599875737811,15.870779745262501,16.812913948431184
2020-01-14,14.013355079217154,15.281599875737811,15.870779745262501
2020-01-21,15.296259707983852,14.013355079217154,15.281599875737811
2020-01-28,16.6620534327431,15.296259707983852,14.013355079217154
2020-02-04,16.031556383970184,16.6620534327431,15.296259707983852
2020-02-11,13.125865175520342,16.031556383970184,16.6620534327431
2020-02-18,12.058403230817017,13.125865175520342,16.031556383970184
2020-02-25,11.01640882261571,12.058403230817017,13.125865175520342
2020-03-03,11.158518173345763,11.01640882261571,12.058403230817017
2020-03-10,11.370966138552355,11.158518173345763,11.01640882261571
2020-03-17,12.890388319353844,11.370966138552355,11.158518173345763
2020-03-24,12.913671947809888,12.890388319353844,11.370966138552355
2020-03-31,13.225973904939426,12.913671947809888,12.890388319353844
2020-04-07,14.089164336750548,13.225973904939426,12.913671947809888
2020-04-14,13.818471575023308,14.089164336750548,13.225973904939426
2020-04-21,14.552348555452014,13.818471575023308,14.089164336750548
2020-04-28,15.800900900900913,14.552348555452014,13.818471575023308
2020-05-05,16.48197266231749,15.800900900900913,14.552348555452014
2020-05-12,20.09250698974838,16.48197266231749,15.800900900900913
2020-05-19,21.134041627834733,20.09250698974838,16.48197266231749
2020-05-26,19.550798384591502,21.134041627834733,20.09250698974838
2020-06-02,19.709639639639633,19.550798384591502,21.134041627834733
2020-06-09,22.059822926374654,19.709639639639633,19.550798384591502
2020-06-16,28.455576265921113,22.059822926374654,19.709639639639633
2020-06-23,30.10860826343586,28.455576265921113,22.059822926374654
2020-06-30,31.058810189499845,30.10860826343586,28.455576265921113
2020-07-07,35.6526219322771,31.058810189499845,30.10860826343586
2020-07-14,38.46927927927925,35.6526219322771,31.058810189499845
2020-07-21,43.53169617893756,38.46927927927925,35.6526219322771
2020-07-28,45.776663560111814,43.53169617893756,38.46927927927925
2020-08-04,38.840900900900905,45.776663560111814,43.53169617893756
2020-08-11,36.440236098167105,38.840900900900905,45.776663560111814
2020-08-18,34.89243864554206,36.440236098167105,38.840900900900905
2020-08-25,38.26312519415965,34.89243864554206,36.440236098167105
2020-09-01,37.13620068344209,38.26312519415965,34.89243864554206
